Saquon Barkley,PHI,RB,355.3
Derrick Henry,BLT,RB,336.4
Jahmyr Gibbs,DET,RB,362.9
Lamar Jackson,BLT,QB,430.4
Ja'Marr Chase,CIN,WR,403.0
Bijan Robinson,ATL,RB,341.7
Josh Jacobs,GB,RB,293.1
Josh Allen,BUF,QB,379.0
Joe Burrow,CIN,QB,372.8
Kyren Williams,LAR,RB,272.1
James Cook,BUF,RB,266.7
Justin Jefferson,MIN,WR,317.5
Baker Mayfield,TB,QB,365.8
Jonathan Taylor,IND,RB,244.7
George Kittle,SF,TE,236.6
Jayden Daniels,WAS,QB,355.8
De'Von Achane,MIA,RB,299.9
Amon-Ra St. Brown,DET,WR,316.2
Brian Thomas,JAX,WR,284.0
Brock Bowers,LV,TE,262.7
James Conner,ARI,RB,253.8
Joe Mixon,HST,RB,240.5
Terry McLaurin,WAS,WR,267.8
Trey McBride,ARI,TE,249.8
Chase Brown,CIN,RB,255.0
Drake London,ATL,WR,280.8
Chuba Hubbard,CAR,RB,241.6
Jonnu Smith,MIA,TE,222.3
Mark Andrews,BLT,TE,188.8
Bucky Irving,TB,RB,244.4
Alvin Kamara,NO,RB,265.3
Aaron Jones,MIN,RB,241.6
Jared Goff,DET,QB,324.5
David Montgomery,DET,RB,221.7
Mike Evans,TB,WR,240.4
Breece Hall,NYJ,RB,240.9
Malik Nabers,NYG,WR,273.6
Bo Nix,DEN,QB,317.2
Jalen Hurts,PHI,QB,315.1
CeeDee Lamb,DAL,WR,263.4
Sam LaPorta,DET,TE,174.6
Courtland Sutton,DEN,WR,240.3
Ladd McConkey,LAC,WR,240.9
Tucker Kraft,GB,TE,163.3
Zach Ertz,WAS,TE,177.4
Davante Adams,LAR,WR,241.3
Sam Darnold,MIN,QB,308.0
Jameson Williams,DET,WR,212.2
D'Andre Swift,CHI,RB,214.5
Jaxon Smith-Njigba,SEA,WR,253.0
Jerry Jeudy,CLV,WR,240.9
Garrett Wilson,NYJ,WR,251.9
Najee Harris,PIT,RB,204.6
Jordan Addison,MIN,WR,212.5
A.J. Brown,PHI,WR,216.9
Tee Higgins,CIN,WR,222.1
Pat Freiermuth,PIT,TE,168.3
Kyler Murray,ARI,QB,297.2
Travis Kelce,KC,TE,195.4
Nico Collins,HST,WR,210.6
Jayden Reed,GB,WR,197.0
J.K. Dobbins,LAC,RB,191.8
Tony Pollard,TEN,RB,200.7
Rico Dowdle,DAL,RB,197.8
D.J. Moore,CHI,WR,238.1
Tyreek Hill,MIA,WR,218.2
Zay Flowers,BLT,WR,209.5
Marvin Harrison Jr.,ARI,WR,196.5
Calvin Ridley,TEN,WR,199.2
Jauan Jennings,SF,WR,210.5
Justin Herbert,LAC,QB,285.4
DeVonta Smith,PHI,WR,199.4
Jakobi Meyers,LV,WR,218.0
Patrick Mahomes,KC,QB,283.0
Brock Purdy,SF,QB,266.9
Geno Smith,SEA,QB,266.0
Aaron Rodgers,NYJ,QB,256.6
Caleb Williams,CHI,QB,254.5
Jordan Love,GB,QB,233.9
C.J. Stroud,HST,QB,220.4
Matthew Stafford,LAR,QB,214.6
Bryce Young,CAR,QB,195.0
Tua Tagovailoa,MIA,QB,181.6
Drake Maye,NE,QB,177.1
Kirk Cousins,ATL,QB,176.3
Russell Wilson,PIT,QB,172.8
Anthony Richardson,IND,QB,163.4
Derek Carr,NO,QB,150.9
Rachaad White,TB,RB,199.6
Zach Charbonnet,SEA,RB,186.9
Trevor Lawrence,JAX,QB,145.2
Tyrone Tracy Jr.,NYG,RB,182.3
Rhamondre Stevenson,NE,RB,175.9
Brian Robinson Jr.,WAS,RB,159.8
Daniel Jones,NYG,QB,135.3
Kenneth Walker III,SEA,RB,181.2
Kareem Hunt,KC,RB,155.4
Jameis Winston,CLV,QB,131.1
Rashod Bateman,BLT,WR,174.6
Darnell Mooney,ATL,WR,193.2
Puka Nacua,LAR,WR,206.6
Xavier Worthy,KC,WR,187.2
D.K. Metcalf,SEA,WR,191.2
Alec Pierce,IND,WR,161.4
Tank Bigsby,JAX,RB,129.0
Quentin Johnston,LAC,WR,174.7
Will Levis,TEN,QB,119.9
Justin Fields,PIT,QB,119.1
Dak Prescott,DAL,QB,116.5
Keenan Allen,CHI,WR,184.4
Josh Downs,IND,WR,183.5
Cooper Rush,DAL,QB,109.6
Cooper Kupp,LAR,WR,175.0
Khalil Shakir,BUF,WR,182.5
Javonte Williams,DEN,RB,157.9
George Pickens,PIT,WR,164.4
Jordan Mason,SF,RB,115.0
Nick Westbrook-Ikhine,TEN,WR,135.7
Deebo Samuel,SF,WR,153.6
Jalen Tolbert,DAL,WR,152.0
Alexander Mattison,LV,RB,137.4
Ray Davis,BUF,RB,116.1
Joe Flacco,IND,QB,99.0
Jalen McMillan,TB,WR,135.4
Austin Ekeler,WAS,RB,132.3
Jerome Ford,CLV,RB,134.0
Michael Pittman Jr.,IND,WR,165.8
Mac Jones,JAX,QB,96.1
Gardner Minshew II,LV,QB,96.3
Mason Rudolph,TEN,QB,95.8
Tyler Allgeier,ATL,RB,106.2
Aidan O'Connell,LV,QB,93.5
Demarcus Robinson,LAR,WR,123.5
Adam Thielen,CAR,WR,139.5
Jaylen Waddle,MIA,WR,149.6
Travis Etienne,JAX,RB,130.2
Marvin Mims,DEN,WR,129.5
Rome Odunze,CHI,WR,144.9
Wan'Dale Robinson,NYG,WR,182.7
Tank Dell,HST,WR,140.0
Allen Lazard,NYJ,WR,126.0
Chris Godwin,TB,WR,137.8
Romeo Doubs,GB,WR,132.1
Jaylen Warren,PIT,RB,124.1
Ameer Abdullah,LV,RB,125.2
Justice Hill,BLT,RB,127.1
David Njoku,CLV,TE,148.5
Emanuel Wilson,GB,RB,96.0
Andrei Iosivas,CIN,WR,119.9
Kyle Pitts,ATL,TE,131.2
Tyjae Spears,TEN,RB,113.6
Calvin Austin III,PIT,WR,118.8
Keon Coleman,BUF,WR,111.5
Demario Douglas,NE,WR,147.7
Isaiah Likely,BLT,TE,123.7
Cade Otton,TB,TE,140.6
Tre Tucker,LV,WR,129.3
Antonio Gibson,NE,RB,103.4
Drew Lock,NYG,QB,80.1
Kayshon Boutte,NE,WR,121.9
Isaac Guerendo,SF,RB,94.2
Hunter Henry,NE,TE,145.4
Taysom Hill,NO,TE,102.3
Ray-Ray McCloud,ATL,WR,140.5
Michael Wilson,ARI,WR,124.5
Mike Gesicki,CIN,TE,141.5
Deshaun Watson,CLV,QB,76.7
Xavier Legette,CAR,WR,125.1
Devin Singletary,NYG,RB,96.6
Christian Watson,GB,WR,105.3
Stefon Diggs,HST,WR,121.9
Jalen Nailor,MIN,WR,103.0
Ty Johnson,BUF,RB,91.7
Noah Gray,KC,TE,113.3
Juwan Johnson,NO,TE,122.8
Cole Kmet,CHI,TE,120.4
Jaleel McLaughlin,DEN,RB,97.2
KaVontae Turpin,DAL,WR,104.2
Tyler Lockett,SEA,WR,121.0
Dontayvion Wicks,GB,WR,110.5
Tyler Conklin,NYJ,TE,121.9
Foster Moreau,NO,TE,103.3
Darius Slayton,NYG,WR,110.0
Mack Hollins,BUF,WR,98.8
Josh Palmer,LAC,WR,107.4
Spencer Rattler,NO,QB,67.3
Olamide Zaccheaus,WAS,WR,112.4
Braelon Allen,NYJ,RB,85.2
Devaughn Vele,DEN,WR,106.5
Dalton Schultz,HST,TE,118.2
Parker Washington,JAX,WR,97.0
Austin Hooper,NE,TE,108.6
Ricky Pearsall,SF,WR,93.5
Dallas Goedert,PHI,TE,103.6
Chigoziem Okonkwo,TEN,TE,113.6
Jalen Coker,CAR,WR,92.6
Gus Edwards,LAC,RB,64.1
Tyler Huntley,MIA,QB,60.7
Roschon Johnson,CHI,RB,77.4
Will Dissly,LAC,TE,110.1
Elijah Moore,CLV,WR,120.9
Rashid Shaheed,NO,WR,79.8
Sean Tucker,TB,RB,68.7
Andy Dalton,CAR,QB,59.0
Zack Moss,CIN,RB,81.9
Tim Patrick,DET,WR,92.4
Nick Chubb,CLV,RB,63.3
Tutu Atwell,LAR,WR,98.9
Dalton Kincaid,BUF,TE,100.8
Noah Fant,SEA,TE,104.0
Jeremy McNichols,WAS,RB,63.8
Greg Dortch,ARI,WR,90.3
David Moore,CAR,WR,85.1
Samaje Perine,KC,RB,81.4
Miles Sanders,CAR,RB,77.3
Raheem Mostert,MIA,RB,70.9
Malik Willis,GB,QB,51.8
Jordan Akins,CLV,TE,91.0
Noah Brown,WAS,WR,86.3
Brenton Strange,JAX,TE,91.1
Cedric Tillman,CLV,WR,80.4
AJ Barner,SEA,TE,78.5
Sterling Shepard,TB,WR,80.3
Kenneth Gainwell,PHI,RB,62.6
Ezekiel Elliott,DAL,RB,57.5
T.J. Hockenson,MIN,TE,86.5
Marcus Mariota,WAS,QB,45.8
Jacoby Brissett,NE,QB,45.2
Jake Ferguson,DAL,TE,104.4
Chris Olave,NO,WR,76.7
Isiah Pacheco,KC,RB,56.9
Brandin Cooks,DAL,WR,69.6
Audric Estime,DEN,RB,48.7
Christian Kirk,JAX,WR,70.9
Josh Oliver,MIN,TE,65.8
Michael Penix,ATL,QB,44.1
Evan Engram,JAX,TE,89.5
Dameon Pierce,HST,RB,43.5
Trey Benson,ARI,RB,47.0
Rashee Rice,KC,WR,64.9
Justin Watson,KC,WR,62.9
Van Jefferson,PIT,WR,63.6
Kalif Raymond,DET,WR,56.5
Ja'Tavion Sanders,CAR,TE,73.2
Tyler Boyd,TEN,WR,78.3
Emari Demercado,ARI,RB,54.7
Troy Franklin,DEN,WR,67.1
Theo Johnson,NYG,TE,68.1
Kyle Juszczyk,SF,FB,57.6
Trey Sermon,IND,RB,53.8
Brandon Aiyuk,SF,WR,62.4
Kendrick Bourne,NE,WR,65.1
Dyami Brown,WAS,WR,67.4
Isaiah Davis,NYJ,RB,45.9
Dawson Knox,BUF,TE,59.1
Dare Ogunbowale,HST,RB,56.0
Grant Calcaterra,PHI,TE,59.8
Nelson Agholor,BLT,WR,49.1
Tyler Johnson,LAR,WR,61.1
Colby Parkinson,LAR,TE,65.4
JuJu Smith-Schuster,KC,WR,53.1
Gabriel Davis,JAX,WR,53.9
Tyler Goodson,IND,RB,44.4
Lil'Jordan Humphrey,DEN,WR,64.3
Christian McCaffrey,SF,RB,47.8
Curtis Samuel,BUF,WR,63.7
Tommy Tremble,CAR,TE,56.4
Josh Whyle,TEN,TE,60.8
Nick Vannett,TEN,TE,48.5
Chris Brooks,GB,RB,42.2
Joshua Dobbs,SF,QB,30.8
John Metchie,HST,WR,55.4
Adonai Mitchell,IND,WR,53.8
Chris Rodriguez,WAS,RB,31.5
Adam Trautman,DEN,TE,43.8
DJ Turner,LV,WR,47.1
Jordan Whittington,LAR,WR,52.5
Nate Adkins,DEN,TE,43.5
Hassan Haskins,LAC,RB,32.8
Luke Schoonmaker,DAL,TE,57.1
Cedrick Wilson Jr.,NO,WR,49.9
Elijah Higgins,ARI,TE,49.2
Tanner McKee,PHI,QB,28.8
Malik Washington,MIA,WR,54.8
Kimani Vidal,LAC,RB,32.7
Jamaal Williams,NO,RB,37.1
Blake Corum,LAR,RB,33.5
Derius Davis,LAC,WR,40.1
D'Onta Foreman,CLV,RB,32.6
Patrick Taylor,SF,RB,29.8
Johnny Mundt,MIN,TE,45.2
Cordarrelle Patterson,PIT,RB,37.5
Darnell Washington,PIT,TE,45.0
Michael Carter,ARI,RB,35.8
KhaDarel Hodge,ATL,WR,32.1
Ryan Miller,TB,WR,36.8
Kenny Pickett,PHI,QB,25.1
Tylan Wallace,BLT,WR,36.3
Jalen Brooks,DAL,WR,35.7
Payne Durham,TB,TE,34.5
D'Ernest Johnson,JAX,RB,35.9
Kendre Miller,NO,RB,29.1
Jaylen Wright,MIA,RB,26.7
Jahan Dotson,PHI,WR,41.9
Trey Palmer,TB,WR,35.2
Zamir White,LV,RB,29.3
Ty Chandler,MIN,RB,28.4
Malik Heath,GB,WR,31.7
Desmond Ridder,LV,QB,21.9
Brock Wright,DET,TE,35.0
Mo Alie-Cox,IND,TE,32.7
Mecole Hardman,KC,WR,33.2
Sincere McCormick,LV,RB,27.2
Ja'Lynn Polk,NE,WR,32.7
Pierre Strong,CLV,RB,35.2
Jimmy Garoppolo,LAR,QB,19.9
Tanner Hudson,CIN,TE,38.5
Dante Pettis,NO,WR,32.0
Tyrod Taylor,NYJ,QB,20.1
Michael Burton,DEN,FB,29.3
Jamycal Hasty,NE,RB,28.8
Tyler Higbee,LAR,TE,26.6
Charlie Kolar,BLT,TE,28.3
Kenny McIntosh,SEA,RB,22.4
Joe Milton,NE,QB,19.2
Stone Smartt,LAC,TE,34.8
Cade Stover,HST,TE,34.3
DeeJay Dallas,ARI,RB,21.0
Kylen Granson,IND,TE,32.2
Bub Means,NO,WR,26.8
Craig Reynolds,DET,RB,20.9
Robert Woods,HST,WR,38.3
Jake Bobo,SEA,WR,29.7
Jamison Crowder,WAS,WR,26.2
Ashton Dulin,IND,WR,19.2
Luke McCaffrey,WAS,WR,34.8
Andrew Ogletree,IND,TE,25.9
Drew Sample,CIN,TE,36.5
Carson Steele,KC,RB,23.9
Erick All,CIN,TE,35.8
Kevin Austin,NO,WR,27.0
Michael Mayer,LV,TE,36.6
Eric Saubert,SF,TE,26.7
Dorian Thompson-Robinson,CLV,QB,15.8
Alec Ingold,MIA,FB,26.3
Lucas Krull,DEN,TE,34.2
Hunter Luepke,DAL,RB,26.9
Bo Melton,GB,WR,22.5
Mitchell Trubisky,BUF,QB,15.3
Jordan Mims,NO,RB,26.1
Patrick Ricard,BLT,FB,17.2
Trent Sherfield,MIN,WR,22.3
Daniel Bellinger,NYG,TE,26.5
Tommy DeVito,NYG,QB,13.5
Jake Haener,NO,QB,13.2
Trey Lance,DAL,QB,12.7
Ronnie Rivers,LAR,RB,18.3
Tyrell Shavers,BUF,WR,13.9
Xavier Hutchinson,HST,WR,23.7
Rakim Jarrett,TB,WR,21.4
Tony Jones,ARI,RB,11.5
Will Shipley,PHI,RB,15.7
Jermaine Burton,CIN,WR,14.7
Julius Chestnut,TEN,RB,13.3
Simi Fehoko,LAC,WR,16.6
Tay Martin,TEN,WR,11.9
Jeremy Ruckert,NYJ,TE,28.5
Ainias Smith,PHI,WR,17.7
Blake Whiteheart,CLV,TE,17.1
Kenny Yeboah,NYJ,TE,15.7
Connor Heyward,PIT,TE,16.0
Julian Hill,MIA,TE,22.0
Davis Mills,HST,QB,9.6
Quintin Morris,BUF,TE,14.6
Bryce Oliver,TEN,WR,15.5
MyCole Pruitt,PIT,TE,16.0
Mason Tipton,NO,WR,23.9
Johnny Wilson,PHI,WR,14.8
Marquise Brown,KC,WR,18.1
Harrison Bryant,LV,TE,17.6
Parris Campbell,PHI,WR,15.0
DJ Chark,LAC,WR,13.1
Devin Culp,TB,TE,13.8
C.J. Ham,MIN,FB,13.5
Chris Manhertz,NYG,TE,12.0
Ben Sinnott,WAS,TE,13.8
Brevyn Spann-Ford,DAL,TE,17.8
Deuce Vaughn,DAL,RB,11.8
Raheem Blackshear,CAR,RB,8.0
Chris Conley,SF,WR,13.6
Devin Duvernay,JAX,WR,19.2
Ryan Flournoy,DAL,WR,18.2
Xavier Gipson,NYJ,WR,14.4
Zay Jones,ARI,WR,16.4
Jalen Reagor,LAC,WR,14.7
Skylar Thompson,MIA,QB,7.9
Devontez Walker,BLT,WR,9.1
Kristian Wilkerson,LV,WR,9.8
Jeff Wilson,MIA,RB,10.6
Jacob Cowing,SF,WR,10.7
River Cracraft,MIA,WR,13.6
Clyde Edwards-Helaire,NO,RB,10.0
Luke Farrell,JAX,TE,18.7
Eric Gray,NYG,RB,17.3
Hayden Hurst,LAC,TE,15.3
E.J. Jenkins,PHI,TE,7.7
Scott Miller,PIT,WR,11.9
Brandon Powell,MIN,WR,14.1
Ben Skowronek,PIT,WR,11.9
Michael Woods II,CLV,WR,13.5
Bailey Zappe,CLV,QB,7.0
Brandon Allen,SF,QB,6.4
Tyler Badie,DEN,RB,9.4
John Bates,WAS,TE,14.4
Odell Beckham Jr.,MIA,WR,14.5
Jalin Hyatt,NYG,WR,14.2
Hunter Long,LAR,TE,13.0
Keaton Mitchell,BLT,RB,6.8
Kene Nwangwu,NYJ,RB,6.0
Ihmir Smith-Marsette,NYG,WR,6.0
Mike Boone,CAR,RB,5.9
Jonathon Brooks,CAR,RB,7.5
Pharaoh Brown,SEA,TE,12.5
DeAndre Carter,CHI,WR,14.2
Peyton Hendershot,KC,TE,10.1
Charlie Jones,CIN,WR,5.5
Luke Musgrave,GB,TE,11.5
Nikko Remigio,KC,WR,6.8
Durham Smythe,MIA,TE,14.3
Tyquan Thornton,NE,WR,8.7
Sione Vaki,DET,RB,8.1
Carson Wentz,KC,QB,4.7
Charlie Woerner,ATL,TE,11.6
Davis Allen,LAR,TE,9.9
Treylon Burks,TEN,WR,7.5
Dan Chisena,CAR,WR,6.7
D'Wayne Eskridge,MIA,WR,7.4
Gerald Everett,CHI,TE,11.6
Tucker Fisk,LAC,TE,10.9
Tim Jones,JAX,WR,7.1
Jacob Kibodi,CLV,RB,4.9
Terrace Marshall Jr.,LV,WR,7.1
Tip Reiman,ARI,TE,9.7
Ben Sims,GB,TE,8.2
Xavier Smith,LAR,WR,6.2
J.J. Taylor,HST,RB,6.4
Cody White,SEA,WR,6.4
Rasheen Ali,BLT,RB,3.1
Alex Bachman,LV,WR,6.1
David Bell,CLV,WR,5.7
Dalvin Cook,DAL,RB,4.0
Britain Covey,PHI,WR,10.4
Cam Grandy,CIN,TE,7.8
Taylor Heinicke,LAC,QB,3.1
Travis Homer,CHI,RB,6.4
Hendon Hooker,DET,QB,2.7
Jermar Jefferson,DET,RB,4.2
Terrell Jennings,NE,RB,3.3
Will Mallory,IND,TE,6.9
Jase McClellan,ATL,RB,3.2
Allen Robinson,DET,WR,6.0
Deven Thompkins,CAR,WR,6.7
Jaheim Bell,NE,TE,4.0
Ronnie Bell,SF,WR,4.2
Chris Blair,ATL,WR,2.7
Tanner Conner,MIA,TE,4.6
Malachi Corley,NYJ,WR,5.2
Anthony Gould,IND,WR,3.3
Dallin Holker,NO,TE,5.1
Trenton Irwin,CIN,WR,4.5
Mason Kinsey,TEN,WR,3.7
MarShawn Lloyd,GB,RB,2.8
Anthony Miller,BLT,WR,2.6
Aaron Shampklin,PIT,RB,1.7
Jamari Thrash,CLV,WR,5.2
Austin Trammell,JAX,WR,4.0
Jonathan Ward,PIT,RB,2.2
Blake Watson,DEN,RB,3.3
Shane Zylstra,DET,TE,3.2
Kyle Allen,PIT,QB,0.8
Robbie Chosen,MIA,WR,1.5
Javon Baker,NE,WR,2.2
Tyrion Davis-Price,PHI,RB,0.7
Zach Davidson,BUF,TE,1.5
Josiah Deguara,JAX,TE,4.4
Grant Dubose,MIA,WR,3.1
Ross Dwelley,ATL,TE,1.5
Jody Fortson,KC,TE,1.5
Feleipe Franks,CAR,TE,2.2
Myles Gaskin,MIN,RB,2.0
Reggie Gilliam,BUF,FB,0.7
Isaiah Hodgins,NYG,WR,3.2
George Holani,SEA,RB,1.9
Brandon Johnson,PIT,WR,1.9
Collin Johnson,CHI,WR,1.6
Josh Johnson,BLT,QB,0.8
Kameron Johnson,TB,WR,1.1
Brevin Jordan,HST,TE,2.7
Ramel Keyton,LV,WR,1.7
David Martin-Robinson,TEN,TE,1.6
Tyreik McAllister,LV,WR,1.1
Nick Mullens,MIN,QB,1.3
Chris Oladokun,KC,QB,0.5
Kendric Pryor,CIN,WR,1.9
John Ross,PHI,WR,1.6
Cody Schrader,LAR,RB,1.9
Tyler Scott,CHI,WR,1.5
John Samuel Shenker,LV,TE,1.7
Jarrett Stidham,DEN,QB,0.5
Geoff Swaim,CLV,TE,1.7
Trent Taylor,SF,WR,2.1
Ian Thomas,CAR,TE,3.7
Eric Tomlinson,LAC,TE,2.9
Casey Washington,ATL,WR,2.4
Mike White,BUF,QB,1.1
Jared Wiley,KC,TE,1.7
Maurice Alexander,DET,WR,0
Tyson Bagent,CHI,QB,-0.3
Braxton Berrios,MIA,WR,0
Gary Brightwell,CLV,RB,0
British Brooks,HST,RB,0.2
Jake Browning,CIN,QB,-0.2
Marquez Callaway,TB,WR,0
Joshua Cephus,JAX,WR,0
Irvin Charles,NYJ,WR,0
Elijah Cooks,JAX,WR,0
Baylor Cupp,KC,TE,0
Kaden Davis,CLV,WR,0
Jeff Driskel,WAS,QB,0
Alex Erickson,NE,WR,0
Darrynton Evans,CHI,RB,0.3
Erik Ezukanma,MIA,WR,0
Princeton Fant,DAL,TE,0
Dez Fitzpatrick,LAC,WR,0
John FitzPatrick,GB,TE,1.2
Bryce Ford-Wheaton,NYG,WR,0
Troy Hairston,HST,FB,0
Deonte Harty,BLT,WR,0
Parker Hesse,DET,TE,0
Evan Hull,IND,RB,0
Keaontay Ingram,KC,RB,0
Jermaine Jackson,NO,WR,-0.1
Trishton Jackson,MIN,WR,0
Jaylen Johnson,LAC,WR,0
Jakob Johnson,NYG,FB,0
Nikola Kalinic,LAR,TE,0
John Kelly,BLT,RB,0
Joshua Kelley,TEN,RB,0.2
Tom Kennedy,DET,WR,0
Ko Kieft,TB,TE,0
Zack Kuntz,NYJ,TE,0
Marcedes Lewis,CHI,TE,1.2
Tyler Mabry,SEA,TE,0
Jordan Matthews,CAR,TE,0
Tanner McLachlan,CIN,TE,0
Dante Miller,NYG,RB,0
Kendall Milton,CIN,RB,0
James Mitchell,DET,TE,0
Chris Moore,ARI,WR,0
Chris Moore,WAS,WR,0
Skyy Moore,KC,WR,0
Jalen Moreno-Cropper,DAL,WR,0
Nick Muse,MIN,TE,0
Thomas Odukoya,TEN,TE,0
Zach Pascal,ARI,WR,0
Jaret Patterson,LAC,RB,0
Adam Prentice,NO,FB,0
James Proche,CLV,WR,3.1
Teagan Quitoriano,HST,TE,0
Brenden Rice,LAC,WR,0
Keilan Robinson,JAX,RB,0
Justyn Ross,KC,WR,0
Brady Russell,SEA,TE,0
Justin Shorter,LV,TE,0
Brandon Smith,NYJ,WR,0
Irv Smith Jr.,HST,TE,0
Equanimeous St. Brown,NO,WR,0
Stephen Sullivan,CAR,TE,0
Cody Thompson,TB,WR,0
Jake Tonges,SF,TE,0
Robert Tonyan,MIN,TE,0
Kyle Trask,TB,QB,-0.2
Laquon Treadwell,IND,WR,0
Brycen Tremayne,WAS,WR,0.8
C.J. Uzomah,PHI,TE,0
Ke'Shawn Vaughn,SF,RB,0.4
Jalen Virgil,BUF,WR,0
Travis Vokolek,ARI,TE,0
Carlos Washington,ATL,RB,0
Montrell Washington,KC,WR,0
Jared Wayne,HST,WR,0
Xavier Weaver,ARI,WR,0
Jack Westover,NE,TE,0
Mitchell Wilcox,NE,TE,0
Avery Williams,ATL,RB,0
Brayden Willis,SF,TE,0
D.J. Williams,TB,RB,0
Rodney Williams,PIT,TE,0
Trayveon Williams,CIN,RB,0
Roman Wilson,PIT,WR,0
Colson Yankoff,WAS,TE,0
Dareke Young,SEA,WR,0
Sam Howell,SEA,QB,-0.8
Dylan Laube,LV,RB,-2.0
Kadarius Toney,CLV,WR,-2.4
Clayton Tune,ARI,QB,-2.1
Jha'Quan Jackson,TEN,WR,-2.7
DeAndre Hopkins,BLT,WR,147.0
Cam Akers,NO,RB,93.2
Amari Cooper,,WR,122.7
Mike Williams,PIT,WR,84.5
Josh Reynolds,NYJ,WR,38.4
Khalil Herbert,IND,RB,31.5
Jonathan Mingo,DAL,WR,32.2
Tim Boyle,TEN,QB,13.9
K.J. Osborn,WAS,WR,18.7
Laviska Shenault Jr.,BUF,WR,10.7
Greg Dulcich,NYG,TE,7.8
Chris Collier,LV,RB,1.8
Jaelon Darden,,WR,1.6
Jack Stoll,NO,TE,3.0
Brenden Bates,CLV,TE,0
Andrew Beck,NYJ,TE,0
Khari Blasingame,,RB,0
Anthony Firkser,,TE,0
Velus Jones Jr.,NO,WR,0.9
Steven Sims,SEA,WR,-2.0
Diontae Johnson,ARI,WR,89.1
